"country_code";"1";"2";"3";"4";"5";"6";"7";"8";"9";"10";"11";"12";"13";"14";"15";"16";"17";"18";"19";"20";"21";"22";"23";"24";"25";"26";"27";"28";"29";"30";"31";"32";"33";"34";"35";"info"
"LT";44;15;8;1;6;10;0;16;27;116;12;12;73;34;77;65;6;159;39;45;36;0;46;61;33;30;66;27;67;44;21;43;34;30;109;"general"
"LU";48;14;10;4;5;25;4;5;2;50;3;13;30;15;2;16;27;7;16;160;30;0;26;31;79;29;66;17;84;79;83;146;21;29;82;"general"
"LV";123;12;15;2;11;16;1;6;8;64;15;24;88;49;38;72;11;218;92;53;30;0;40;34;39;49;72;11;97;34;30;45;55;27;84;"general"
"LY";1;0;0;0;0;0;0;0;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;"general"
"MA";2;2;1;1;0;2;1;2;1;0;1;0;6;4;2;5;2;1;5;3;2;0;8;6;6;0;2;0;3;1;2;1;4;2;3;"general"
"MC";8;2;2;1;2;8;3;0;0;17;2;6;29;49;4;26;2;5;15;2;7;0;12;12;27;7;6;8;13;5;10;29;30;15;12;"general"
"MD";3;2;2;1;1;2;0;2;2;3;2;2;5;2;4;2;1;11;6;13;3;0;7;6;3;0;6;0;8;4;1;1;0;3;3;"general"
"ML";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;"general"
"MN";0;1;1;0;0;0;0;1;2;3;0;2;1;1;0;0;0;0;2;0;0;0;2;0;2;1;0;0;4;1;0;0;0;0;1;"general"
"MT";14;1;2;2;0;2;1;0;4;3;0;2;0;0;0;0;1;0;0;0;0;0;0;0;3;2;3;2;3;1;5;12;9;4;7;"general"
"MU";1;0;1;0;0;0;0;0;0;1;0;0;1;0;0;5;0;0;0;0;0;0;0;0;0;0;2;0;1;0;0;1;1;0;1;"general"
"MW";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;"general"
"MX";155;63;50;26;7;52;15;12;51;109;16;64;235;253;115;185;96;130;194;215;65;1;155;111;229;67;94;86;229;99;131;172;204;164;407;"general"
"MY";53;55;23;12;23;53;12;148;23;45;1;10;27;7;5;8;8;10;18;9;9;0;9;3;22;18;3;8;24;7;14;12;30;22;43;"general"
"NE";1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;"general"
"NG";1;0;0;0;0;1;0;1;0;0;0;0;4;1;0;12;0;0;1;1;0;0;0;0;0;0;1;0;0;0;0;0;3;2;3;"general"
"NL";1425;1730;880;706;468;997;217;525;898;1050;198;567;1486;790;740;647;923;828;818;399;428;9;1073;589;1895;675;401;569;2743;726;992;1479;985;625;2299;"general"
"NO";634;492;333;220;61;423;32;43;129;771;72;416;701;115;152;182;82;260;283;334;179;6;520;445;972;404;586;105;1331;412;904;2015;1222;585;2807;"general"
"NZ";269;167;185;70;35;209;40;16;69;203;75;108;365;300;269;618;42;227;211;71;100;1;223;102;620;223;123;136;677;134;282;332;477;286;789;"general"
"OM";0;0;0;0;0;0;0;0;0;1;0;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;3;"general"
"PA";5;2;2;1;0;1;2;1;4;6;0;2;4;2;1;3;4;1;2;0;0;0;0;0;4;4;0;0;0;1;2;14;7;7;12;"general"
"PE";0;1;0;0;0;1;0;1;0;1;0;2;1;1;0;1;0;2;3;3;1;0;0;2;1;4;6;0;4;1;0;6;7;4;8;"general"
"PG";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;"general"
"PH";24;15;2;1;1;5;7;65;1;9;0;1;10;2;4;5;0;5;28;0;3;0;2;2;3;9;8;5;10;2;2;6;6;9;3;"general"
"PK";0;5;0;3;0;3;0;0;0;1;0;1;3;0;0;1;1;0;1;1;2;0;1;0;2;1;2;3;1;0;1;4;8;2;2;"general"
"PL";1866;456;450;61;285;263;10;125;246;2375;279;675;978;1604;300;439;867;716;1974;1599;628;5;1404;1485;1356;1560;1159;502;1733;1069;1649;1671;878;656;3958;"general"
"PR";4;1;1;1;0;1;0;0;1;1;1;6;14;0;1;2;0;3;1;2;2;0;2;1;2;1;1;0;3;1;0;5;10;4;6;"general"
"PT";19;15;11;18;6;23;7;6;19;42;5;31;33;61;34;56;6;20;14;47;9;0;34;28;42;40;37;25;50;25;35;57;43;25;87;"general"
"PY";4;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;1;1;0;1;0;0;2;"general"
"RO";950;80;102;13;78;85;2;44;120;995;40;213;321;634;107;431;539;432;1128;1021;293;1;698;299;398;1137;568;314;726;285;729;457;360;236;801;"general"
"RS";2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;"general"
"RU";6368;1302;2192;475;1205;1894;147;963;1726;11273;2840;2041;15911;3010;4172;6945;1723;9789;6161;9856;2884;22;7726;4064;2563;7820;9245;1472;11333;3935;5839;7433;1789;1966;12443;"general"
"SA";8;3;1;4;0;7;0;0;1;23;6;9;20;17;1;2;20;1;10;6;2;0;20;12;11;8;12;7;8;6;7;19;6;4;26;"general"
"SE";2504;1156;3085;2401;631;1939;193;493;796;2174;349;1085;4144;846;927;1451;233;312;639;930;671;41;1681;1066;2906;2719;1887;1709;2580;1320;2501;3752;2373;1196;3844;"general"
"SG";179;422;120;112;120;297;29;828;93;139;13;45;60;16;39;27;17;22;36;24;45;10;35;13;71;73;25;84;45;20;37;33;29;33;87;"general"
"SI";214;30;31;9;15;25;2;19;16;118;6;48;79;57;41;101;14;24;30;58;24;0;62;50;86;109;58;40;107;74;116;140;214;102;202;"general"
"SK";83;29;22;4;36;23;2;7;13;127;8;36;54;170;59;62;56;78;111;88;33;0;91;94;61;77;175;19;140;62;117;164;85;44;173;"general"
"SL";11;0;0;0;0;1;0;1;0;1;0;0;0;2;1;2;0;0;0;1;0;0;1;0;1;3;2;1;1;0;3;0;12;0;4;"general"
"SM";3;0;1;0;0;2;0;1;1;2;0;1;3;0;1;0;0;0;1;0;1;0;1;0;12;10;2;2;3;3;2;4;3;2;10;"general"
"SR";0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;1;0;0;0;"general"
"ST";3;0;0;0;0;0;0;0;0;4;0;2;1;1;0;1;3;0;6;1;3;0;1;2;3;2;4;10;4;2;1;1;1;0;7;"general"
"SU";580;65;83;6;54;59;0;50;145;854;87;118;560;210;128;260;176;390;438;897;278;0;678;309;221;780;624;125;1008;341;422;417;79;129;998;"general"
"SV";3;0;1;2;0;1;0;0;0;0;0;1;2;0;0;0;1;1;0;0;0;0;0;1;6;4;5;2;2;1;2;3;2;3;2;"general"
"SY";0;0;0;0;0;2;0;0;0;1;0;2;2;3;0;2;1;0;1;1;0;0;2;1;0;0;6;0;0;0;0;4;1;1;2;"general"
"SZ";1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;"general"
"TG";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;1;0;0;"general"
"TH";17;19;2;1;3;10;4;21;3;18;3;9;19;8;9;14;7;12;6;2;5;0;11;10;15;11;15;7;17;11;18;18;33;29;13;"general"
"TJ";14;1;1;0;1;2;0;0;1;23;7;4;41;12;7;30;1;27;18;9;2;0;10;12;9;9;30;2;56;1;11;15;16;6;32;"general"
"TM";65;10;18;2;4;1;0;14;3;68;12;17;50;22;4;26;50;36;22;83;24;0;73;28;32;94;61;3;65;24;34;27;10;10;22;"general"
"TN";2;0;2;0;0;1;0;0;2;1;0;1;2;3;2;6;0;0;3;0;1;0;2;0;0;0;0;1;0;2;2;4;1;2;1;"general"
"TR";55;20;33;13;6;21;8;0;8;41;4;28;62;30;12;44;16;55;32;54;22;0;22;15;44;33;47;41;80;54;54;45;74;79;77;"general"
"TT";1;0;0;0;0;0;0;0;0;0;0;0;3;0;0;1;0;0;0;0;0;0;1;1;0;0;4;0;0;2;0;3;2;0;2;"general"
"TW";6293;3147;1828;610;641;3873;308;8614;1824;1528;95;798;1696;319;303;283;320;85;294;334;709;22;1005;528;1507;3737;1116;826;1509;809;1918;4074;6182;3593;2484;"general"
"UA";170;53;47;3;14;33;2;22;33;138;29;54;236;57;26;156;49;93;123;285;61;0;206;116;84;229;224;27;179;123;138;187;28;72;265;"general"
"UG";0;0;0;0;0;2;0;0;0;1;0;0;0;0;0;0;0;0;0;1;0;0;0;0;1;0;0;0;0;0;0;1;1;0;0;"general"
"US";57517;49559;45699;40874;21280;116055;17854;41053;40274;58114;9893;24144;82874;33166;28758;34787;20144;10385;26195;15350;18459;1013;30128;14685;36716;31144;27073;21458;44931;13561;32145;50878;50105;31905;42753;"general"
"UY";1;1;0;0;0;1;4;0;2;2;1;1;7;4;2;8;0;2;2;1;1;0;1;4;4;0;0;0;5;2;2;6;6;1;2;"general"
"UZ";5;8;7;0;1;7;0;0;5;31;4;1;13;2;1;6;3;10;14;23;3;0;16;7;5;23;5;11;13;1;3;22;3;2;20;"general"
"VA";0;0;0;0;0;0;0;0;0;1;0;0;0;1;0;0;2;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;1;"general"
"VE";13;7;1;8;0;17;1;0;0;18;6;4;18;34;9;8;8;5;83;43;9;0;72;11;7;8;24;2;8;4;14;13;12;4;53;"general"
"VG";6;15;4;5;0;22;5;8;6;7;0;2;14;3;2;8;2;0;14;1;3;0;3;3;8;4;0;12;1;7;6;6;9;8;5;"general"
"VN";1;2;0;0;0;0;0;0;0;0;0;0;0;4;1;1;0;0;3;2;0;0;1;0;1;0;2;0;1;1;0;2;0;1;1;"general"
"YE";0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;0;1;0;"general"
"YU";16;0;5;1;1;2;1;2;0;9;1;7;17;3;15;18;0;17;6;5;0;0;8;9;2;4;12;6;6;5;10;12;5;8;14;"general"
"ZA";893;274;279;85;38;335;31;28;80;366;4;464;815;1182;515;184;198;335;706;592;237;0;771;341;1589;569;308;264;1131;404;1116;1218;1492;781;3049;"general"
"BA";0;0;0;0;0;0;0;0;0;1;0;0;1;0;0;0;1;0;0;0;0;0;0;0;0;0;3;0;0;2;5;2;4;0;0;"general"
"BD";0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;"general"
"BZ";0;1;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;"general"
"CI";0;1;0;0;0;0;0;0;2;0;0;0;2;2;0;0;0;5;1;0;0;0;0;0;0;0;0;0;0;1;1;0;0;2;1;"general"
"FJ";0;0;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;"general"
"GL";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;"general"
"GT";0;0;0;0;0;2;0;0;0;0;0;0;2;1;0;0;3;3;5;0;0;0;0;0;0;2;0;1;0;0;1;2;1;1;1;"general"
"JM";0;1;0;0;0;2;1;0;0;0;0;1;2;0;1;1;0;1;0;1;0;0;3;1;0;0;0;0;2;0;0;4;4;2;0;"general"
"SH";0;1;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;"general"
"SN";0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;1;0;0;0;1;0;0;0;0;0;0;0;0;"general"
"TC";0;2;0;0;0;0;1;0;0;1;1;0;0;1;5;1;0;0;0;0;0;0;0;2;0;0;0;0;1;0;0;2;0;0;0;"general"
"TK";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;"general"
"TO";0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1;"general"
"WO";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;1;0;0;0;0;"general"
"ZW";0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;2;0;0;0;1;0;0;0;0;1;1;0;0;0;0;1;0;0;1;0;"general"
"BO";0;0;0;0;0;0;0;0;1;1;0;0;2;1;0;0;0;1;1;1;0;0;0;0;1;1;1;0;4;0;1;0;0;0;2;"general"
"GI";0;0;1;0;0;0;0;0;0;0;0;0;2;0;0;1;0;0;0;0;0;0;0;0;2;0;0;0;2;0;2;2;1;0;10;"general"
"GQ";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;"general"
"MO";0;0;5;2;0;11;0;0;1;0;0;0;2;3;1;1;0;4;0;0;0;0;0;0;0;2;0;0;2;0;1;3;1;1;2;"general"
"MR";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;2;1;0;0;"general"
"SC";0;0;1;0;0;0;0;0;0;0;0;0;5;0;0;1;0;0;0;1;0;0;0;0;2;0;0;0;1;0;0;0;0;0;0;"general"
"VU";0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;"general"
"WS";0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;"general"
"IO";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;"general"
"NP";0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;"general"
"RE";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;"general"
"AW";0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;2;2;0;0;"general"
"DO";0;0;0;0;0;1;1;0;0;0;0;0;10;2;0;2;0;2;0;0;0;0;0;0;0;0;1;0;0;0;0;1;2;3;0;"general"
"JE";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;"general"
"ME";0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;"general"
"MG";0;0;0;0;0;2;0;0;0;0;1;0;0;2;0;1;0;3;1;0;0;0;0;0;2;0;0;0;1;0;0;0;0;0;0;"general"
