"";"Herfindahl";"Herfindahl_RCA";"Entropy";"Entropy_RCA";"Period"
"KH";0,085134645574206;0,111111111111111;4,107;3,17;"3rd"
"KI";0,5;0,5;1;1;"3rd"
"KM";0,5;0,5;1;1;"3rd"
"KN";0,304114925736547;0,333333333333333;2,297;1,585;"3rd"
"KP";0,0602959879754885;0,0769230769230769;4,422;3,7;"3rd"
"KR";0,0395072622110652;0,0909090909090909;4,88;3,459;"3rd"
"KS";0,333333333333333;0,333333333333333;1,585;1,585;"3rd"
"KW";0,0456725794644815;0,0714285714285714;4,679;3,807;"3rd"
"KY";0,242633694934771;0,166666666666667;2,754;2,585;"3rd"
"KZ";0,0857706271484679;0,0833333333333333;4,239;3,585;"3rd"
"LA";0,115384615384615;0,0833333333333333;3,459;3,585;"3rd"
"LB";0,0476930474760743;0,0714285714285714;4,699;3,807;"3rd"
"LC";0,5;0,5;1;1;"3rd"
"LI";0,0677618818472048;0,0909090909090909;4,287;3,459;"3rd"
"LK";0,0464351092033834;0,0769230769230769;4,717;3,7;"3rd"
"LN";0,5;0,5;1;1;"3rd"
"LR";0,25;0,25;2;2;"3rd"
"LS";1;1;0;0;"3rd"
"LT";0,0409423155561295;0,0555555555555556;4,819;4,17;"3rd"
"LU";0,0635377533617849;0,111111111111111;4,523;3,17;"3rd"
"LV";0,048926585254966;0,0714285714285714;4,699;3,807;"3rd"
"LY";0,0925925925925926;0,1;3,572;3,322;"3rd"
"MA";0,051232;0,0909090909090909;4,643;3,459;"3rd"
"MC";0,070929553550699;0,1;4,344;3,322;"3rd"
"MD";0,0624282229311315;0,0714285714285714;4,451;3,807;"3rd"
"ME";0,0817474048442907;0,0833333333333333;3,939;3,585;"3rd"
"MG";0,0920283164050477;0,0909090909090909;3,799;3,459;"3rd"
"MH";0,160493827160494;0,111111111111111;2,856;3,17;"3rd"
"MI";0,25;0,25;2;2;"3rd"
"MK";0,0676397294410822;0,0769230769230769;4,227;3,7;"3rd"
"ML";0,132716049382716;0,142857142857143;3,139;2,807;"3rd"
"MM";0,168736303871439;0,125;3,067;3;"3rd"
"MN";0,0599403473179003;0,0833333333333333;4,479;3,585;"3rd"
"MO";0,087831426590823;0,125;4,172;3;"3rd"
"MQ";0,28;0,25;1,922;2;"3rd"
"MR";0,5;0,5;1;1;"3rd"
"MS";1;1;0;0;"3rd"
"MT";0,0506185686206498;0,0714285714285714;4,644;3,807;"3rd"
"MU";0,06591796875;0,0833333333333333;4,221;3,585;"3rd"
"MV";0,5;0,5;1;1;"3rd"
"MW";0,142857142857143;0,142857142857143;2,807;2,807;"3rd"
"MX";0,0373137579270096;0,05;4,9;4,322;"3rd"
"MY";0,0893773278239983;0,111111111111111;4,194;3,17;"3rd"
"MZ";0,2;0,2;2,322;2,322;"3rd"
"NC";0,106508875739645;0,0909090909090909;3,324;3,459;"3rd"
"NE";0,105619146722164;0,1;3,737;3,322;"3rd"
"NF";0,555555555555556;0,5;0,918;1;"3rd"
"NG";0,052952541963531;0,0769230769230769;4,511;3,7;"3rd"
"NH";1;1;0;0;"3rd"
"NI";0,0866666666666667;0,0833333333333333;3,748;3,585;"3rd"
"NJ";0,125;0,125;3;3;"3rd"
"NL";0,0377292875686954;0,0714285714285714;4,902;3,807;"3rd"
"NO";0,0577717025148574;0,0769230769230769;4,594;3,7;"3rd"
"NP";0,0616623625840827;0,0909090909090909;4,436;3,459;"3rd"
"NY";0,110582639714625;0,0833333333333333;3,551;3,585;"3rd"
"NZ";0,0550665453157747;0,0714285714285714;4,582;3,807;"3rd"
"OA";0,555555555555556;0,5;0,918;1;"3rd"
"OH";0,078125;0,0769230769230769;3,75;3,7;"3rd"
"OM";0,172083333333333;0,111111111111111;3,352;3,17;"3rd"
"ON";0,283950617283951;0,2;2,059;2,322;"3rd"
"OR";0,142857142857143;0,142857142857143;2,807;2,807;"3rd"
"OT";0,5;0,5;1;1;"3rd"
"PA";0,0610103725415313;0,0909090909090909;4,362;3,459;"3rd"
"PE";0,0556261919898284;0,0769230769230769;4,489;3,7;"3rd"
"PF";0,164444444444444;0,142857142857143;2,689;2,807;"3rd"
"PG";0,5;0,5;1;1;"3rd"
"PH";0,0741141080345709;0,111111111111111;4,344;3,17;"3rd"
"PI";0,5;0,5;1;1;"3rd"
"PK";0,0590273231515073;0,0666666666666667;4,494;3,907;"3rd"
"PL";0,0408757808014201;0,0526315789473684;4,816;4,248;"3rd"
"PM";0,333333333333333;0,333333333333333;1,585;1,585;"3rd"
"PR";0,07125;0,0909090909090909;4,176;3,459;"3rd"
"PS";0,13265306122449;0,125;2,95;3;"3rd"
"PT";0,035763471708627;0,0526315789473684;4,949;4,248;"3rd"
"PY";0,085992428339643;0,0588235294117647;3,955;4,087;"3rd"
"QA";0,0773139788788019;0,0833333333333333;4,224;3,585;"3rd"
"RE";0,0777777777777778;0,0833333333333333;3,873;3,585;"3rd"
"RI";1;1;0;0;"3rd"
"RO";0,0415364286675396;0,0588235294117647;4,825;4,087;"3rd"
"RS";0,0436638328575066;0,0666666666666667;4,766;3,907;"3rd"
"RU";0,045472485642901;0,0555555555555556;4,715;4,17;"3rd"
"RW";0,25;0,25;2;2;"3rd"
"SA";0,0536250220414165;0,0714285714285714;4,572;3,807;"3rd"
"SB";0,1875;0,166666666666667;2,5;2,585;"3rd"
"SC";0,0583176565439398;0,0714285714285714;4,352;3,807;"3rd"
"SD";0,0977777777777778;0,0769230769230769;3,581;3,7;"3rd"
"SE";0,0544295985792576;0,0909090909090909;4,644;3,459;"3rd"
"SG";0,0976777013553975;0,111111111111111;4,206;3,17;"3rd"
"SH";1;1;0;0;"3rd"
"SI";0,0423639294892988;0,0625;4,812;4;"3rd"
"SJ";0,5;0,5;1;1;"3rd"
"SK";0,0373393467555483;0,0555555555555556;4,903;4,17;"3rd"
"SL";0,1094970703125;0,0833333333333333;3,781;3,585;"3rd"
"SM";0,0875866414618778;0,0769230769230769;3,874;3,7;"3rd"
"SN";0,0963010204081633;0,0833333333333333;3,945;3,585;"3rd"
"SO";1;1;0;0;"3rd"
"SP";0,36;0,333333333333333;1,522;1,585;"3rd"
"SR";0,168367346938776;0,142857142857143;2,896;2,807;"3rd"
"ST";1;1;0;0;"3rd"
"SU";0,078125;0,0714285714285714;3,75;3,807;"3rd"
"SV";0,0817174515235457;0,0769230769230769;4,011;3,7;"3rd"
"SX";0,289256198347107;0,2;2,005;2,322;"3rd"
"SY";0,0556;0,0833333333333333;4,432;3,585;"3rd"
"SZ";0,0795847750865052;0,0714285714285714;4,09;3,807;"3rd"
"TC";0,102493074792244;0,0833333333333333;3,432;3,585;"3rd"
"TD";0,555555555555556;0,5;0,918;1;"3rd"
"TF";1;1;0;0;"3rd"
"TG";0,15702479338843;0,125;2,845;3;"3rd"
"TH";0,0393570709667779;0,0625;4,873;4;"3rd"
"TJ";0,0815972222222222;0,0769230769230769;3,947;3,7;"3rd"
"TK";0,25;0,25;2;2;"3rd"
"TM";0,1232;0,0833333333333333;3,353;3,585;"3rd"
"TN";0,0667450016913244;0,1;4,446;3,322;"3rd"
"TO";0,171597633136095;0,125;2,777;3;"3rd"
"TR";0,042900403028277;0,0714285714285714;4,782;3,807;"3rd"
"TT";0,0706704894120014;0,0769230769230769;4,27;3,7;"3rd"
"TV";0,28;0,25;1,922;2;"3rd"
"TW";0,0845874070223847;0,1;4,262;3,322;"3rd"
"TX";0,166666666666667;0,166666666666667;2,585;2,585;"3rd"
"TZ";0,0971428571428571;0,0909090909090909;3,598;3,459;"3rd"
"UA";0,0458143738776804;0,0666666666666667;4,701;3,907;"3rd"
"UC";1;1;0;0;"3rd"
"UD";0,25;0,25;2;2;"3rd"
"UE";0,333333333333333;0,333333333333333;1,585;1,585;"3rd"
"UG";0,0899653979238754;0,0769230769230769;3,713;3,7;"3rd"
"UK";0,130473478106088;0,111111111111111;3,438;3,17;"3rd"
"UM";0,5;0,5;1;1;"3rd"
"UR";1;1;0;0;"3rd"
"US";0,0539145539831632;0,0625;4,696;4;"3rd"
"UT";0,333333333333333;0,333333333333333;1,585;1,585;"3rd"
"UX";1;1;0;0;"3rd"
"UY";0,0529876576826605;0,0714285714285714;4,592;3,807;"3rd"
"UZ";0,06070928269537;0,0666666666666667;4,442;3,907;"3rd"
"VA";0,12396694214876;0,111111111111111;3,096;3,17;"3rd"
"VC";1;1;0;0;"3rd"
"VE";0,0927091991498002;0,1;4,128;3,322;"3rd"
"VG";0,106973737373737;0,111111111111111;3,921;3,17;"3rd"
"VI";0,5;0,5;1;1;"3rd"
"VN";0,0427410570481918;0,0588235294117647;4,815;4,087;"3rd"
"VU";0,52;0,5;0,971;1;"3rd"
"VZ";1;1;0;0;"3rd"
"WA";0,259259259259259;0,2;2,113;2,322;"3rd"
"WF";0,25;0,25;2;2;"3rd"
"WO";0,333333333333333;0,333333333333333;1,585;1,585;"3rd"
"WS";0,0946353767848295;0,1;3,782;3,322;"3rd"
"XK";1;1;0;0;"3rd"
"XN";0,5;0,5;1;1;"3rd"
"XP";1;1;0;0;"3rd"
"YE";0,0737890448166591;0,0769230769230769;3,99;3,7;"3rd"
"YS";0,2;0,2;2,322;2,322;"3rd"
"YU";0,112224919727465;0,125;3,735;3;"3rd"
"ZA";0,0433274618399135;0,0625;4,745;4;"3rd"
"ZJ";0,5;0,5;1;1;"3rd"
"ZM";0,1875;0,166666666666667;2,5;2,585;"3rd"
"ZW";0,111952406706328;0,0769230769230769;3,503;3,7;"3rd"
"ZZ";1;1;0;0;"3rd"
