"";"1";"2";"3";"4";"5";"6";"7";"8";"9";"10";"11";"12";"13";"14";"15";"16";"17";"18";"19";"20";"21";"22";"23";"24";"25";"26";"27";"28";"29";"30";"31";"32";"33";"34";"35";"Step"
"CI";0;0;0;0;0;0;0;0;0;44,3045695532884;0;0;0;0;0;0;0;387,788011702185;84,3980240813892;93,0707258188016;0;0;55,2069585475427;0;0;0;0;0;51,859418166226;0;0;0;0;0;96,684373808201;"NoStep"
"CL";29,6792705677396;35,5789727686908;12,2964524352056;96,684373808201;0;98,2888336573014;0;0;28,286880806866;30,3766215260108;8,01660918631344;146,987344389654;0;132,913708659865;22,1687582116431;312,565794206919;235,369705060019;504,139458066377;239,586977020357;2959,99232019091;183,047512025472;0;202,555257795334;186,141451637603;129,615877418984;61,3692704405572;828,104378213141;565,86190724226;529,5529223475;382,29803673045;643,466911660436;42,9901365467421;103,718836332452;90,7657278024621;500;"NoStep"
"CM";0;0;0;0;0;0;0;0;0;49,1444168286507;25,5418532599825;0;0;0;8,01660918631344;0;0;0;11,0843791058215;0;0;0;0;0;73,2190048101889;0;0;0;0;30,6846352202786;0;0;0;0;0;"NoStep"
"CN";131209,229741799;27183,716680505;10391,5557256731;4412,34453710013;2299,9723052507;28730,1176640892;0;35100;19647,6771158436;74217,737195489;1500,16719709508;46891,9212969775;0;59710,4664468106;12285,6314180516;45620,5000855302;30776,1263178702;37029,1016402072;18871,0980245818;299633,70153831;29389,7564976735;0;21381,7672951297;60247,0568333837;32127,9647406926;108534,023329433;64628,5870512413;73919,8082123352;57989,4518096696;51834,3308975254;16558,8923247686;79947,7534783506;38755,1473482763;30255,0503271947;68843,0773087858;"NoStep"
"CO";1116,84870982562;194,423816128476;30,6846352202786;0;0;58,8392135941667;0;91,9238445229194;0;103,718836332452;45,382863901231;600;652,943952490272;426,947673224289;36,8893573056168;580,106242849206;0;147,433250485952;485,295211939667;621,290857195937;141,43440403433;0;72,149482676821;440,962033168962;580,060983506713;132,913708659865;44,3375164232862;312,565794206919;294,212131325024;72,0199225809111;479,173954040714;799,997924375922;109,828507215283;323,156676418488;135,036838530223;"NoStep"
"CR";0;0;0;0;372,282903275206;64,8079387094921;0;220,827834190171;0;529,5529223475;69,5087339509909;91,9238445229194;42,9901365467421;0;0;200;0;106,736918306072;12,2964524352056;0;0;0;178,792972819877;0;56,573761613732;0;24,0498275589403;0;217,522868815017;0;33,2531373174646;78,1414485517298;58,8424262650048;288,079690323644;239,586977020357;"NoStep"
"CS";6563,8816783453;411,896983855034;288,079690323644;0;239,999377312777;0;0;0;1582,20233891963;4795,78746450242;398,900257863622;496,862626927885;3041,50775142715;7296,06248567667;1772,47271575027;6894,28833921896;1203,72382330878;2852,26799914243;2450,67465066648;11600;1098,13301100637;0;1684,61398362317;1837,00310235582;0;4570,43076506452;893,964864099387;7544,24612309352;3224,70441198272;1427,70121172251;472,979941992493;1837,34180487068;72,5076229383392;1417,74622570523;476,628301550326;"NoStep"
"CU";0;0;0;0;0;0;0;0;0;0;323,156676418488;16,8796048162778;558,42435491281;453,655570966445;276,161716982508;993,725253855769;0;353,035281565;34,7543669754954;0;0;0;0;0;0;35,5789727686908;24,5929048704112;386,737495232804;0;147,433250485952;25,5418532599825;0;0;0;16,0332183726269;"NoStep"
"CY";88,7558367422767;0;0;0;0;24,1692076461131;0;0;0;58,8424262650048;0;0;79,9997924375922;0;64,6313352836975;0;0;0;0;55,2069585475427;141,465476810565;0;34,7543669754954;91,9238445229194;21,495068273371;0;136,148591703693;0;29,6792705677396;35,5789727686908;24,5929048704112;483,421869041005;0;49,1444168286507;25,5418532599825;"NoStep"
"CZ";2127,05622378042;0;0;0;0;0;0;128,265746981015;587,949377558616;821,753059967844;265,82741731973;22,1687582116431;3594,50663337957;941,478820240077;3817,05589678829;1377,62511786705;11199,9709412629;695,580545696795;2262,09673492941;472,62893485578;2326,76814547004;0;2638,87862894396;1435,38092223611;919,525599268672;1117,94505828917;764,5960734609;10938,9374982274;677,094650611187;518,59418166226;1043,80586972831;1000;0;533,684591530362;36,8893573056168;"NoStep"
