"ctry_code";"techn_field_nr";"RCA_Gen";"RCA_AI";"Period";"Label";"Round_general";"Round_AI";"Total_RCA"
"JP";21;1,19621958914013;0;"2004-2018";"Surface technology, coating";1;0;1
"JP";22;0,593694157257167;0;"2004-2018";"Micro-structural and nano-technology";0;0;0
"JP";23;0,555096870267603;2,01913119789381;"2004-2018";"Chemical engineering";0;1;1
"JP";24;0,701823683252291;1,80880503144654;"2004-2018";"Environmental technology";0;1;1
"JP";25;1,14744385811437;3,08702725366876;"2004-2018";"Handling";1;1;2
"JP";26;0,660785933484007;3,83041065482797;"2004-2018";"Machine tools";0;1;1
"JP";27;1,29746737833231;2,3308091680385;"2004-2018";"Engines, pumps, turbines";1;1;2
"JP";28;1,71029635070733;4,82348008385744;"2004-2018";"Textile and paper machines";1;1;2
"JP";29;0,72343815590334;1,57541083384054;"2004-2018";"Other special machines";0;1;1
"JP";3;1,25980564236692;1,61637896427138;"2004-2018";"Telecommunications";1;1;2
"JP";30;1,0284036162023;1,07188446307943;"2004-2018";"Thermal processes and apparatus";1;1;2
"JP";31;1,14631728308087;0,657747284162378;"2004-2018";"Mechanical elements";1;0;1
"JP";32;1,18730996545208;2,10854986522911;"2004-2018";"Transport";1;1;2
"JP";33;1,63710780084607;2,17056603773585;"2004-2018";"Furniture, games";1;1;2
"JP";34;0,861060388414306;1,88744872846596;"2004-2018";"Other consumer goods";0;1;1
"JP";35;0,809276152303194;0,700182592818016;"2004-2018";"Civil engineering";0;0;0
"JP";4;0,497472049230322;0,235479404221502;"2004-2018";"Digital communication";0;0;0
"JP";5;1,31903356069543;0,542641509433962;"2004-2018";"Basic communication processes";1;0;1
"JP";6;0,838965876474053;0,928119438558624;"2004-2018";"Computer technology";0;0;0
"JP";7;0,760737159839769;0,739202056194871;"2004-2018";"IT methods for management";0;0;0
"JP";8;1,64221886525545;5,13042881646655;"2004-2018";"Semiconductors";1;1;2
"JP";9;2,39045222087913;3,03879245283019;"2004-2018";"Optics";1;1;2
"KR";1;1,13439754829776;1,01176342848457;"2004-2018";"Electrical machinery, apparatus, energy";1;1;2
"KR";10;0,636470857970929;0,750868456359615;"2004-2018";"Measurement";0;0;0
"KR";11;0,808676174560247;1,57920746774046;"2004-2018";"Analysis of biological materials";0;1;1
"KR";12;0,698611150933434;0,66845514654357;"2004-2018";"Control";0;0;0
"KR";13;0,778704101903132;1,43964959849828;"2004-2018";"Medical technology";0;1;1
"KR";14;0,726488780742251;1,70068496525896;"2004-2018";"Organic fine chemistry";0;1;1
"KR";15;0,837968734343441;1,49384490191665;"2004-2018";"Biotechnology";0;1;1
"KR";16;0,501378310188315;2,32725311035436;"2004-2018";"Pharmaceuticals";0;1;1
"KR";17;0,61332693132641;0;"2004-2018";"Macromolecular chemistry, polymers";0;0;0
"KR";18;0,811488271630206;0;"2004-2018";"Food chemistry";0;0;0
"KR";19;0,581863027668923;0;"2004-2018";"Basic materials chemistry ";0;0;0
"KR";2;1,48095560582971;2,25501022001077;"2004-2018";"Audio-visual technology";1;1;2
"KR";20;0,730898675635977;0,872719916382886;"2004-2018";"Materials, metallurgy";0;0;0
"KR";21;0,800629831397585;0;"2004-2018";"Surface technology, coating";0;0;0
"KR";22;1,31796640708138;0;"2004-2018";"Micro-structural and nano-technology";1;0;1
"KR";23;0,828868177408389;1,54248171267673;"2004-2018";"Chemical engineering";0;1;1
"KR";24;0,983951897405222;0,614136237454623;"2004-2018";"Environmental technology";0;0;0
"KR";25;0,743246123158865;1,96523595985479;"2004-2018";"Handling";0;1;1
"KR";26;0,69663218076835;0,928945569259094;"2004-2018";"Machine tools";0;0;0
"KR";27;0,818821383358105;1,03867336804406;"2004-2018";"Engines, pumps, turbines";0;1;1
"KR";28;0,598375035856777;0,818848316606164;"2004-2018";"Textile and paper machines";0;0;0
"KR";29;0,824382097111105;0,713190469302143;"2004-2018";"Other special machines";0;0;0
"KR";3;1,55580379316248;1,17600556108332;"2004-2018";"Telecommunications";1;1;2
"KR";30;1,20079170168774;2,18359551094977;"2004-2018";"Thermal processes and apparatus";1;1;2
"KR";31;0,783341829963801;0,334983402247976;"2004-2018";"Mechanical elements";0;0;0
"KR";32;1,26129986132134;1,7055440651597;"2004-2018";"Transport";1;1;2
"KR";33;0,938778167478266;1,26336597419237;"2004-2018";"Furniture, games";0;1;1
"KR";34;1,44686439328256;3,20418906498064;"2004-2018";"Other consumer goods";1;1;2
"KR";35;1,28468878293913;1,06978570395321;"2004-2018";"Civil engineering";1;1;2
"KR";4;1,0575513089391;1,07228892512817;"2004-2018";"Digital communication";1;1;2
"KR";5;0,79995881820138;0,27636130685458;"2004-2018";"Basic communication processes";0;0;0
"KR";6;0,883186666466216;0,93609363428502;"2004-2018";"Computer technology";0;0;0
"KR";7;1,91464841168781;1,24185355048321;"2004-2018";"IT methods for management";1;1;2
"KR";8;2,2301042532582;3,61782074427814;"2004-2018";"Semiconductors";1;1;2
"KR";9;1,3072067408627;1,32653427290199;"2004-2018";"Optics";1;1;2
"US";1;0,664214887820842;0,224733483413645;"2004-2018";"Electrical machinery, apparatus, energy";0;0;0
"US";10;0,798501022326933;0,444755573045033;"2004-2018";"Measurement";0;0;0
"US";11;1,28843223591618;0,867299550065741;"2004-2018";"Analysis of biological materials";1;0;1
"US";12;1,12257205574193;0,586945753268317;"2004-2018";"Control";1;0;1
"US";13;2,17937518056743;1,29215531105608;"2004-2018";"Medical technology";1;1;2
"US";14;0,888051854608986;2,42843874018407;"2004-2018";"Organic fine chemistry";0;1;1
"US";15;1,34947931938623;1,96244103598659;"2004-2018";"Biotechnology";1;1;2
"US";16;0,954208711726186;1,3292506788376;"2004-2018";"Pharmaceuticals";0;1;1
"US";17;0,460999471935494;0;"2004-2018";"Macromolecular chemistry, polymers";0;0;0
"US";18;0,276925149331847;0,3323126697094;"2004-2018";"Food chemistry";0;0;0
"US";19;0,478402172439351;0,485687748036815;"2004-2018";"Basic materials chemistry ";0;0;0
"US";2;1,08431961100323;1,32998751402542;"2004-2018";"Audio-visual technology";1;1;2
"US";20;0,249732267958669;0,1661563348547;"2004-2018";"Materials, metallurgy";0;0;0
"US";21;0,933138689984191;0,242843874018407;"2004-2018";"Surface technology, coating";0;0;0
"US";22;0,715482090929567;0;"2004-2018";"Micro-structural and nano-technology";0;0;0
"US";23;0,65850303362705;0,440507492405483;"2004-2018";"Chemical engineering";0;0;0
"US";24;0,484213306800903;0,613855348213197;"2004-2018";"Environmental technology";0;0;0
"US";25;0,77412640488179;0,505115257958288;"2004-2018";"Handling";0;0;0
"US";26;0,553443997995352;0,212233301663146;"2004-2018";"Machine tools";0;0;0
"US";27;0,940397343544657;0,678007057662131;"2004-2018";"Engines, pumps, turbines";0;0;0
"US";28;0,438795770965976;0,701548969386511;"2004-2018";"Textile and paper machines";0;0;0
"US";29;0,728771960562923;0,611026521723735;"2004-2018";"Other special machines";0;0;0
"US";3;1,40773745231439;1,45534094713159;"2004-2018";"Telecommunications";1;1;2
"US";30;0,453526722907574;0,350774484693255;"2004-2018";"Thermal processes and apparatus";0;0;0
"US";31;0,76046535055651;0,47832884276353;"2004-2018";"Mechanical elements";0;0;0
"US";32;0,825754923176431;0,97415085463384;"2004-2018";"Transport";0;0;0
"US";33;1,14348992130063;1,35298729810256;"2004-2018";"Furniture, games";1;1;2
"US";34;1,10230248769488;0,91506387311284;"2004-2018";"Other consumer goods";1;0;1
"US";35;0,737094766293325;1,01837753620623;"2004-2018";"Civil engineering";0;1;1
"US";4;1,58256598338426;1,26117641784416;"2004-2018";"Digital communication";1;1;2
"US";5;1,91319489222748;1,42063666300768;"2004-2018";"Basic communication processes";1;1;2
"US";6;2,17715858285108;1,1008002297137;"2004-2018";"Computer technology";1;1;2
"US";7;2,13707277809354;0,980182748470582;"2004-2018";"IT methods for management";1;0;1
"US";8;1,01830983722313;1,37758706715897;"2004-2018";"Semiconductors";1;1;2
"US";9;0,65192615104441;2,02046103183315;"2004-2018";"Optics";0;1;1
